347	qawTugM	677.11	347	913
348	SNASJpDXOl	7.741	348	879
349	FyYJKSfs	7.1	349	912
350	YxXxP	7.69	350	927
351	BpVdnU	798.1	351	760
352	dXYGsgULCfX	22.99	352	899
353	LFdwWPbCj	50.689	353	842
354	agYlcg	3.0	354	990
355	KNaeVv	643.90	355	817
356	CFHiFQNBFn	43.3	356	841
357	CjxfxA	778.917	357	845
358	MajEl	100.7	358	769
359	nIEdYY	5.377	359	749
360	IVUrylWOBDX	1.94	360	871
361	OwhgmAR	77.8	361	954
362	lsDcXdJjJtn	83.545	362	821
363	HBLcX	6.9	363	823
364	IbKghWFQ	93.5	364	838
365	SbKCc	8.100	365	793
366	bhrSomI	4.6	366	879
367	EeetFAIGH	80.2	367	901
368	BnFMR	1.50	368	828
369	HCYtto	121.25	369	763
370	qCbxL	22.0	370	976
371	iorqB	2.1	371	815
372	tvTHNTwypd	6.85	372	863
373	lgDoo	6.2	373	764
374	HrnQVSqU	269.650	374	862
375	UTaTdiP	12.319	375	914
376	rBTgGwew	58.4	376	847
377	hyafK	45.663	377	859
378	SAWjKuv	712.4	378	861
379	FSsVNBqY	6.31	379	830
380	RoyaGOUP	4.188	380	819
381	AxjSJrC	789.276	381	846
382	SpFexh	4.351	382	746
383	hCAoeV	11.4	383	983
384	OiXxk	203.7	384	819
385	EkkQeew	515.0	385	785
386	GsGxLyQ	75.3	386	973
387	fKcVDcsrRUv	8.91	387	855
388	SFylhIODPk	591.59	388	753
389	XRTwo	2.6	389	852
390	lMaJckqmdND	5.5	390	967
391	HWFvmmUXpF	776.1	391	931
392	BLiwFHt	4.640	392	840
393	awQtRyHcfFP	18.12	393	838
394	oNPlPQ	43.798	394	892
395	RbKsWC	2.0	395	891
396	jPVUHKT	8.967	396	961
397	bhWJSFUvdxJ	599.759	397	877
398	EwvLFAEPn	66.587	398	750
399	ArVAMggUgKcS	37.683	399	975
400	tXEmjQQ	26.0	400	769
401	xFDcWdlY	72.52	401	945
402	cIKRI	5.80	402	771
403	NLtQyVDdBy	570.5	403	901
404	arqSxWbT	1.45	404	828
405	JhVdE	977.54	405	754
406	jBWIde	4.54	406	946
407	GUKyV	9.159	407	905
408	fkfWa	8.278	408	848
409	DgrIkM	56.43	409	867
410	kcXqHPvjY	1.12	410	935
411	NAYdLsymEDO	646.0	411	819
412	byKxysF	8.1	412	760
413	fjYhdB	746.726	413	805
414	lvjKxsWq	1.5	414	814
415	RhskA	3.0	415	890
416	Qnhwpn	34.4	416	916
417	GjtmhfHL	9.11	417	933
418	FeiWy	52.232	418	940
419	TePLuknr	8.2	419	847
420	gfRUcF	80.63	420	831
421	pvjfo	92.14	421	876
422	CovAC	401.4	422	943
423	SFAGBKif	702.2	423	962
424	rjxLfgb	4.684	424	983
425	JGspQg	7.72	425	984
426	KbndNvueIoNpi	32.492	426	775
427	bJbavwXQE	9.776	427	970
428	cPDoLM	152.33	428	900
429	QAYUMp	91.52	429	932
430	GEXOF	7.898	430	883
431	KbRqeqd	440.219	431	971
432	IiKDn	78.230	432	931
433	cmwkTq	5.7	433	872
434	FtLbx	174.2	434	786
435	EXFBu	98.41	435	784
436	Jkoknt	79.711	436	775
437	OCkpJ	8.99	437	931
438	ExYQPFd	96.78	438	908
439	wMArFOqD	31.7	439	814
440	twsFCbRijP	0.550	440	985
441	qoIFw	67.7	441	978
442	lnXBb	81.9	442	911
443	GYwESRQqJA	4.43	443	916
444	fcmwCroB	91.579	444	755
445	PSpMpP	3.99	445	850
446	vOmsNchcoC	9.286	446	880
447	oTnSUD	76.53	447	867
448	bStJFQhp	45.784	448	835
449	DfYxw	9.0	449	874
450	AJjcX	82.856	450	788
451	qBipRAApGv	8.427	451	967
452	VfUwwwf	309.621	452	942
453	oiduBgHgG	35.618	453	989
454	njxPDPT	500.4	454	975
455	qDCSP	478.603	455	962
456	AQudm	62.59	456	802
457	NJCFr	5.78	457	910
458	RFiFoe	24.86	458	827
459	pouNhhuvmnk	192.2	459	755
460	UyDgYax	815.19	460	747
461	lECjSUWsqygN	9.5	461	768
462	HuaVYS	6.3	462	842
463	YVIONUjuj	42.378	463	966
464	JOrPwGng	921.6	464	759
465	ispBQBYg	52.3	465	840
466	QutlI	3.364	466	800
467	kWToIraSc	45.19	467	752
468	WueyjtLDkR	0.64	468	909
469	DnCPGKyGnO	5.629	469	986
470	hxhmXjSIglHA	31.9	470	863
471	NJgjyXHDI	48.425	471	819
472	qWRgqhWPUrY	161.36	472	806
473	eobOb	4.241	473	908
474	GXwoFXQ	634.8	474	765
475	fMtMJmTf	895.2	475	877
476	WBkJggGJmoV	1.89	476	754
477	HwSgOxr	201.526	477	934
478	NNKuN	70.6	478	765
479	FiqCVj	7.5	479	914
480	udkIMoAo	4.73	480	786
481	nUEOKnNNC	819.85	481	850
482	abAbvH	677.37	482	813
483	xkIsTUb	89.25	483	857
484	vNqrC	5.44	484	858
485	xSNoiu	5.381	485	760
486	LdBXO	0.8	486	757
487	vISYgFL	5.75	487	879
488	OtWLn	28.924	488	906
489	EPKFJ	7.6	489	968
490	wLyXQKV	1.470	490	897
491	xcySSnAwQ	359.107	491	776
492	iKreO	3.348	492	919
493	nqGcONO	403.7	493	988
494	BknsEpjm	445.6	494	909
495	saaXkaEMNJ	116.9	495	829
496	lUSsPLfYNQ	4.5	496	813
497	HWeNQ	81.74	497	936
498	XBlJwMBk	985.17	498	747
499	oGqduDS	3.647	499	821
500	GfYiEyqQ	476.2	500	819
501	SPdqV	82.877	501	775
502	OiyTHUTjU	77.91	502	936
503	tDJFKvfq	69.6	503	758
504	edelrE	63.2	504	784
505	waAExQoqKKHQ	253.91	505	774
506	YrbiI	6.49	506	938
507	IbFVEPA	51.98	507	758
508	pLVLHL	6.7	508	920
509	DqEhF	2.54	509	799
510	ayjQGAXt	584.10	510	778
511	NcMes	9.140	511	979
512	QsvAvM	24.5	512	899
513	sUpuxKvoN	189.11	513	886
514	grWjm	5.33	514	898
515	PLNrJbhjv	852.690	515	979
516	cJvvXoEXx	635.1	516	780
517	WPfpwLl	973.95	517	775
518	UpXIn	83.708	518	745
519	wTGMB	6.814	519	840
520	pESVo	268.28	520	746
521	gKpaJse	542.67	521	775
522	siAesye	938.614	522	758
523	NhtEjnc	63.402	523	801
524	UmFtvhwtrX	815.117	524	990
525	VgLlJi	161.219	525	899
526	wnMWV	8.294	526	880
527	VbqqmfFb	8.0	527	782
528	cCSqT	32.434	528	819
529	QGobayCM	62.1	529	857
530	EOduWwE	812.9	530	786
531	kgFtnO	6.98	531	760
532	CqUCC	1.9	532	961
533	UihepNi	28.72	533	748
534	MhDOGPwG	2.13	534	814
535	FBgGD	4.319	535	763
536	ygBGEaYoV	539.4	536	816
537	EUqfRm	912.487	537	943
538	YdcaKRT	58.848	538	863
539	eAYERqSW	7.67	539	765
540	fVwFrw	87.22	540	947
541	kXeOI	26.7	541	882
542	mGwjQJW	2.668	542	821
543	tUlYDG	5.86	543	914
544	TUCWDwJRDMt	892.31	544	775
545	bxgrwcjdB	109.106	545	987
546	oXLKrDpQQFR	8.393	546	883
547	JNlDDo	59.4	547	814
548	JAoyphUfv	134.1	548	865
549	smRLK	944.671	549	809
550	WQQBL	896.603	550	750
551	mOpCnVaNT	737.756	551	969
552	kkNpJYu	5.432	552	877
553	LnvPHxjemEAY	12.30	553	925
554	JKfJrCgM	8.8	554	772
555	BItRkeS	2.3	555	853
556	AGetws	26.1	556	912
557	dwgHHCMwWa	0.1	557	965
558	PcGUK	77.8	558	750
559	UbOEo	22.8	559	765
560	oRTdOnTTRVp	619.75	560	763
561	vFwBSCsYJe	2.1	561	959
562	CxuwQvbp	9.28	562	796
563	BEDrXh	600.523	563	841
564	EKHtjBeQrWcohO	54.8	564	765
565	BjEfufDnGl	780.92	565	873
566	LKEyoJmUS	55.34	566	812
567	phyXVXvNoFrr	93.67	567	956
568	mrfVeGy	3.59	568	882
569	TsbecN	20.9	569	833
570	TKIaHSp	62.994	570	922
571	VClqBj	5.4	571	772
572	iBwOMcScJ	2.7	572	803
573	UgTvh	2.199	573	836
574	FmCYuaWyb	996.8	574	875
575	ISKOUIx	953.78	575	771
576	jatSiXPVRw	25.84	576	966
577	qaDtYvADV	340.38	577	808
578	afVPX	8.84	578	850
579	wTFaG	747.93	579	853
580	bxLjJ	6.126	580	960
581	ReKHJP	784.72	581	747
582	nNVXB	181.6	582	873
583	wKJMj	85.87	583	861
584	pqLxd	2.4	584	958
585	HSMTpJFNKjfK	910.9	585	978
586	jynmUEFuX	0.798	586	802
587	pWgnODY	83.5	587	941
588	arlbM	92.38	588	779
589	UuKNN	31.4	589	770
590	ekIqBG	8.700	590	835
591	gsrVicCCfS	8.48	591	748
592	dgqagc	48.11	592	938
593	LoPDn	4.3	593	880
594	SHrWEp	922.677	594	811
595	uxqPijSaF	78.9	595	887
596	jhHRgfn	46.8	596	838
597	Ihmwb	198.8	597	952
598	rgodCsWx	2.73	598	861
599	PwWMl	40.6	599	922
600	apDeQ	1.6	600	753
601	sGXlOOlUwNFcD	96.505	601	860
602	hxmqnfACpr	414.271	602	952
603	WVLyDJn	46.1	603	782
604	ERjGRMWc	8.72	604	988
605	BdLvbD	71.49	605	962
606	cgWuD	9.941	606	857
607	RQDTW	0.404	607	931
608	bbAhUx	80.3	608	835
609	JpoxwDgg	97.3	609	927
610	GxseMARfPOwE	9.0	610	979
611	cKujx	238.3	611	799
612	TkUGfP	7.778	612	872
613	MkQdj	8.35	613	963
614	xrDrDbxEXfve	615.95	614	769
615	WptAQtnqdI	491.940	615	793
616	bufKIlHfyf	630.65	616	746
617	EwmQN	700.49	617	806
618	cibRTwt	30.74	618	889
619	SiJwa	42.22	619	876
620	sSrpC	6.954	620	950
621	RkIWVI	641.842	621	758
622	YyiTgROksq	9.29	622	832
623	iwnBxa	0.13	623	766
624	sOFyJr	809.417	624	862
625	lOVby	74.501	625	975
626	HuethdYVDru	5.37	626	987
627	DeFPHwB	5.72	627	749
628	lQqfKLLUC	90.882	628	931
629	TTSFQNxr	312.2	629	915
630	fqHiJ	5.0	630	968
631	QBLPK	20.0	631	947
632	QQhaSrDLNkeOy	6.457	632	880
633	ghOptrX	45.8	633	764
634	WdWKM	146.957	634	831
635	xiSceEaDxO	1.8	635	873
636	HMbaid	982.1	636	935
637	JvlGMcDuggT	64.83	637	951
638	EYTncu	614.212	638	791
639	gVVVPE	331.3	639	917
640	uwreTfvyL	5.16	640	859
641	nQdkn	652.415	641	761
642	yCFHHXH	84.24	642	760
643	hMIkY	85.7	643	865
644	uJVqXf	972.18	644	861
645	XMRNfJcmO	7.30	645	786
646	kBqvvv	41.4	646	988
647	wRYNbv	71.34	647	946
648	ipCsVJDa	599.71	648	758
649	EqRaSvfCvc	52.81	649	964
650	QVGWF	65.230	650	978
651	OFJcELcGCHd	114.5	651	919
652	anlSKQN	659.16	652	922
653	mKAXKlo	80.880	653	986
654	MBpHx	5.7	654	976
655	eWhNB	30.1	655	961
656	NtcuGjKJwNsi	24.893	656	888
657	mQImp	5.12	657	827
658	uUHTou	608.17	658	872
659	DhiSr	1.5	659	965
660	TvfrfQq	28.6	660	837
661	IyuJj	369.47	661	990
662	MtyrA	10.37	662	988
663	amRto	47.2	663	969
664	dSQQb	71.94	664	789
665	IHUQyOpc	95.80	665	778
666	ilbFk	115.363	666	820
667	SpptFgywDny	977.849	667	859
668	YIhEgeKqkbMA	214.5	668	927
669	oEIuXdSg	625.637	669	819
670	jrBMKVS	542.422	670	857
671	FKTfjISogQ	5.1	671	787
672	XlcJnY	53.58	672	850
673	PQcoNDKrh	12.5	673	842
674	tyBjescdYE	13.8	674	959
675	PoNCGXDCNF	2.63	675	982
676	HnfPX	8.7	676	783
677	altesF	910.0	677	922
678	WRtqs	346.787	678	876
679	QXBGKoV	1.86	679	953
680	DRaAE	391.4	680	928
681	oMxHQmL	20.5	681	934
682	xODLAn	6.7	682	775
683	BbTciiWTg	168.6	683	848
684	KaqTjJsReo	904.487	684	826
685	sYLgnD	38.4	685	959
686	YpGri	24.91	686	875
687	SkTyH	96.384	687	983
688	qPSnTgDQ	0.955	688	830
689	uckBPmCR	563.6	689	896
690	wdmhFV	9.7	690	906
691	CLUrvon	3.334	691	986
692	uBdOrXD	0.733	692	805
693	fXmDyib	3.6	693	867
694	BPAgvhS	741.1	694	777
695	VHFPh	8.95	695	970
696	sPIPK	174.985	696	947
697	lmMaoxj	34.7	697	956
698	hcuSjg	80.8	698	969
699	KcyrVQqBUrh	68.615	699	827
700	FCOXqsexI	43.65	700	987
701	yXpkNDrcvllP	300.3	701	901
702	mOPxXxhe	7.3	702	785
703	mcwIme	86.44	703	843
704	KGwRflcTkif	840.5	704	958
705	eLsRcO	759.245	705	761
706	DqYPikTbY	815.568	706	768
707	UmiOmE	647.0	707	758
708	BxlPky	427.76	708	876
709	LrCOd	56.974	709	874
710	WByEGy	364.318	710	832
711	QSijPc	6.64	711	828
712	RKfrfxk	551.210	712	946
713	tvlMd	510.12	713	780
714	vCpEjTxLrA	77.430	714	972
715	AwbgsMXfn	0.77	715	813
716	iqlmkbMlf	84.932	716	747
717	Wxbfe	1.421	717	985
718	SgxLWjYGa	0.41	718	856
719	mcYtErpHWFK	38.7	719	763
720	TaQxJD	9.840	720	829
721	rMNSQ	0.992	721	971
722	vMUMq	346.4	722	835
723	EXTakT	0.986	723	839
724	hGuCcdfuYAi	149.3	724	964
725	AfOwe	7.3	725	990
726	rQTlaYCcxh	216.87	726	889
727	ohxCk	7.870	727	825
728	cVRpcVT	829.3	728	830
729	YlteXebw	69.129	729	894
730	SfBlm	96.6	730	842
731	jphrG	4.0	731	937
732	AkLYmwytMB	40.774	732	858
733	UxrXl	851.53	733	948
734	xnHmPu	541.8	734	918
735	MmoHqm	50.6	735	773
736	ySLWh	443.546	736	808
737	nmFPWB	572.21	737	821
738	bOtoO	2.65	738	906
739	CXyySJrfCA	60.54	739	849
740	itOuM	35.182	740	874
741	QOtfji	421.9	741	899
742	ulxxaklDslR	945.8	742	976
743	KKmuiM	75.64	743	908
744	KsSrbYg	0.57	744	801
745	aVGmW	572.211	745	747
746	qLnfLp	6.905	746	961
747	nXBDY	502.82	747	829
748	YRTJKmg	74.480	748	936
749	ixGnL	1.92	749	792
750	wPVUh	451.1	750	908
751	LkqsY	18.876	751	974
752	mKKCh	1.9	752	903
753	wqbFBLXV	4.86	753	751
754	DrCSfeQ	6.585	754	806
755	oWDVBDYmsdps	0.756	755	931
756	hBLVFE	87.597	756	824
757	AyBECRqk	27.9	757	759
758	BRMlg	622.17	758	805
759	NreHlUihjDhCH	89.92	759	786
760	BXtlTr	2.730	760	987
761	LGiRg	972.25	761	758
762	lQJeGdaD	989.49	762	873
763	HrjwFDOJy	2.78	763	799
764	BANieHaN	91.8	764	977
765	hUvUN	28.48	765	895
766	aghUjyB	471.81	766	958
767	mnWeKrw	59.8	767	760
768	bdGnCv	1.9	768	964
769	pGLiT	659.80	769	847
770	uqamsAIX	72.8	770	945
771	stDBT	552.2	771	757
772	RQXhM	5.0	772	778
773	tFIKGT	86.37	773	855
774	gVHHJ	215.81	774	913
775	Mmfgi	8.78	775	759
776	WWwRofL	95.64	776	922
777	HteACMSKBK	1.436	777	784
778	xvrnRW	536.589	778	810
779	ULnLjra	306.67	779	777
780	HFXMTqLm	4.50	780	978
781	WxXrX	15.1	781	882
782	MBXdM	4.58	782	834
783	isLeitTp	459.593	783	873
784	wChfGS	3.168	784	988
785	BMUkult	4.44	785	868
786	OOifr	79.5	786	848
787	PAbHX	6.1	787	896
